CONTROL,JJOBCOMP,JJOBCOMPYR,JJOBCOST,JJOBDIY,JJOBFUNDS,JJOBTYPE,JJOBWORKYR,JOBTYPE,JOBDIY,JOBCOST,JOBCOMP,JOBCOMPYR,JOBWORKYR,JOBFUNDS
'11000992','0','0','0','0','0','0','0','23','2',4000,'1','2','-6','1'
'11000992','0','0','0','0','0','0','0','25','2',6000,'1','2','-6','1'
'11000992','0','0','0','0','0','0','0','33','2',1600,'1','1','-6','1'
'11000995','0','0','0','0','0','0','0','17','1',34600,'1','2','-6','2'
'11000995','0','0','0','0','0','0','0','20','1',10600,'1','2','-6','2'
'11000995','0','0','0','0','0','0','0','33','2',1500,'1','3','-6','5'
'11001010','0','0','0','0','0','0','0','12','2',2000,'1','2','-6','1'
'11001014','0','0','0','0','0','0','0','27','2',1000,'1','1','-6','5'
'11001014','0','0','2','0','0','0','0','29','2',1000,'1','1','-6','5'
'11001015','0','0','0','0','0','0','0','34','2',10000,'1','1','-6','1'
'11001046','0','0','0','0','0','0','0','18','2',1600,'1','2','-6','1'
'11001046','0','0','0','0','0','0','0','20','2',2000,'1','2','-6','1'
'11001046','0','0','0','0','0','0','0','21','2',1000,'1','3','-6','1'
'11001046','0','0','0','0','0','0','0','22','2',400,'1','3','-6','1'
'11001046','0','0','0','0','0','0','0','23','2',750,'1','3','-6','1'
'11001046','0','0','0','0','0','0','0','27','2',9000,'1','1','-6','1'
'11001046','0','0','0','0','0','0','0','29','2',1000,'1','1','-6','1'
'11001046','0','0','0','0','0','0','0','33','1',50,'2','-6','3','1'
'11001046','0','0','0','0','0','0','0','36','1',200,'2','-6','3','1'
'11001074','0','0','2','0','0','0','0','13','2',32100,'1','2','-6','1'
'11001074','0','0','2','0','0','0','0','22','2',2400,'1','2','-6','1'
'11001074','0','0','2','0','0','0','0','25','1',4600,'1','2','-6','1'
'11001074','0','0','2','0','0','0','0','30','2',1700,'2','-6','3','1'
'11001078','0','0','0','0','0','0','0','34','2',13000,'1','2','-6','1'
'11001084','0','0','0','0','0','0','0','15','2',15000,'1','1','-6','1'
'11001084','0','0','0','0','0','0','0','27','2',7000,'1','3','-6','1'
'11001084','0','0','0','0','0','0','0','29','1',2000,'1','2','-6','1'
'11001089','0','0','0','0','0','0','0','15','1',1000,'1','3','-6','1'
'11001090','0','0','2','0','0','0','0','21','1',170,'1','3','-6','1'
'11001090','0','0','0','0','0','0','0','25','2',6500,'1','2','-6','1'
'11001090','0','0','0','0','0','0','0','30','1',500,'1','2','-6','1'
'11001096','0','0','0','0','0','0','0','16','2',13000,'1','1','-6','4'
'11001099','0','0','0','0','0','0','0','16','1',19000,'1','2','-6','5'
'11001100','0','0','0','0','0','0','0','12','2',79000,'1','1','-6','1'
'11001100','0','0','0','0','0','0','0','25','2',0,'1','1','-6','1'
'11001107','0','0','0','0','0','0','0','18','2',100,'1','3','-6','1'
'11001107','0','0','0','0','0','0','0','33','2',800,'1','3','-6','1'
'11001114','0','0','0','0','0','0','0','18','2',6000,'1','3','-6','1'
'11001114','0','0','0','0','0','0','0','20','2',6000,'1','3','-6','1'
'11001114','0','0','0','0','0','0','0','27','2',2000,'1','3','-6','1'
'11001119','0','0','0','0','0','0','0','24','2',300,'1','1','-6','1'
'11001119','0','0','0','0','0','0','0','25','2',5000,'1','1','-6','1'
'11001128','0','0','0','0','0','0','0','30','1',80,'1','3','-6','1'
'11001137','0','0','0','0','0','0','0','12','1',3000,'1','1','-6','1'
'11001137','0','0','0','0','0','0','0','22','1',100,'1','3','-6','1'
'11001137','0','0','0','0','0','0','0','29','2',2000,'1','1','-6','1'
'11001137','0','0','0','0','0','0','0','33','1',500,'2','-6','3','1'
'11001139','0','0','2','0','0','0','0','12','2',4800,'1','1','-6','4'
'11001139','0','0','2','0','0','0','0','13','2',7200,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','16','2',6000,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','17','2',3600,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','18','2',2000,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','20','2',1200,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','22','2',480,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','25','2',2400,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','26','2',4000,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','27','2',2600,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','29','2',800,'1','2','-6','4'
'11001139','0','0','2','0','0','0','0','30','1',430,'1','1','-6','4'
'11001139','0','0','2','0','0','0','0','33','2',2000,'1','2','-6','4'
'11001139','0','0','0','0','0','0','0','06','1',85000,'2','-6','1','4'
'11001144','0','0','0','0','0','0','0','16','2',43100,'1','1','-6','1'
'11001157','0','0','0','0','0','0','0','16','2',15000,'1','1','-6','4'
'11001162','0','0','0','0','0','0','0','16','2',250,'1','2','-6','1'
'11001162','0','0','0','0','0','0','0','18','2',350,'1','3','-6','1'
'11001162','0','0','0','0','0','0','0','23','1',20,'1','2','-6','1'
'11001164','0','0','0','0','0','0','0','16','2',11000,'1','2','-6','4'
'11001164','0','0','2','0','0','0','0','22','2',530,'1','2','-6','5'
'11001164','0','0','0','0','0','0','0','24','2',0,'1','3','-6','5'
'11001164','0','0','0','0','0','0','0','25','2',2400,'1','1','-6','5'
'11001164','0','0','0','0','0','0','0','29','1',800,'1','3','-6','1'
'11001164','0','0','2','0','0','0','0','33','2',2200,'1','2','-6','1'
'11001164','0','0','0','0','0','0','0','36','1',1200,'2','-6','3','5'
'11001165','0','0','0','0','0','0','0','18','2',260,'1','2','-6','1'
'11001165','0','0','0','0','0','0','0','22','1',40,'1','2','-6','1'
'11001167','0','0','2','0','0','0','0','12','2',6000,'1','2','-6','4'
'11001167','0','0','2','0','0','0','0','13','2',9000,'1','2','-6','4'
'11001167','0','0','2','0','0','0','0','32','2',3000,'1','2','-6','4'
'11001167','0','0','2','0','0','0','0','35','2',3000,'1','2','-6','4'
'11001167','0','0','0','0','0','0','0','05','2',30000,'1','2','-6','4'
'11001170','0','0','0','0','0','0','0','29','1',500,'1','1','-6','1'
'11001172','0','0','0','0','0','0','0','12','1',250,'1','1','-6','1'
'11001172','0','0','0','0','0','0','0','29','2',1600,'1','2','-6','5'
'11001174','0','0','0','0','0','0','0','25','2',1800,'1','2','-6','1'
'11001176','0','0','0','0','0','0','0','22','1',250,'1','2','-6','1'
'11001176','0','0','0','0','0','0','0','24','2',800,'1','1','-6','1'
'11001176','0','0','0','0','0','0','0','29','2',3500,'1','1','-6','1'
'11001176','0','0','0','0','0','0','0','33','2',850,'1','1','-6','1'
'11001195','0','0','0','0','0','0','0','30','1',400,'1','2','-6','1'
'11001195','0','0','0','0','0','0','0','32','2',2000,'1','2','-6','1'
'11001195','0','0','0','0','0','0','0','37','2',3500,'1','2','-6','1'
'11001196','0','0','0','0','0','0','0','25','2',9000,'1','3','-6','1'
'11001196','0','0','0','0','0','0','0','30','1',100,'1','2','-6','1'
'11001202','0','0','0','0','0','0','0','17','1',0,'2','-6','3','7'
'11001202','0','0','2','0','0','0','0','24','2',240,'1','3','-6','1'
'11001210','0','0','0','0','0','0','0','22','2',3000,'1','1','-6','1'
'11001213','0','0','0','0','0','0','0','12','2',120,'1','2','-6','5'
'11001213','0','0','0','0','0','0','0','13','2',600,'1','3','-6','5'
'11001213','0','0','0','0','0','0','0','17','2',500,'1','2','-6','1'
'11001213','0','0','0','0','0','0','0','22','2',200,'1','2','-6','5'
'11001213','0','0','0','0','0','0','0','25','2',5000,'1','2','-6','1'
'11001213','0','0','0','0','0','0','0','31','2',5000,'1','2','-6','1'
'11001231','0','0','0','0','0','0','0','12','1',1000,'1','2','-6','1'
'11001240','0','0','0','0','0','0','0','20','2',0,'1','2','-6','7'
'11001240','0','0','0','0','0','0','0','25','2',0,'1','2','-6','7'
'11001240','0','0','0','0','0','0','0','30','2',1300,'1','3','-6','1'
'11001240','0','0','0','0','0','0','0','02','2',0,'1','2','-6','7'
'11001243','0','0','0','0','0','0','0','12','2',600,'1','1','-6','1'
'11001243','0','0','0','0','0','0','0','13','2',500,'1','1','-6','1'
'11001258','0','0','2','0','0','0','0','19','1',110,'1','1','-6','1'
'11001258','0','0','2','0','0','0','0','20','1',80,'1','1','-6','7'
'11001258','0','0','2','0','0','0','0','21','1',80,'1','2','-6','1'
'11001258','0','0','2','0','0','0','0','26','1',940,'2','-6','1','7'
'11001258','0','0','2','0','0','0','0','02','2',3000,'2','-6','1','7'
'11001262','0','0','0','0','0','0','0','24','1',200,'1','3','-6','1'
'11001268','0','0','0','0','0','0','0','25','1',2300,'1','1','-6','1'
'11001268','0','0','0','0','0','0','0','26','2',2000,'1','2','-6','1'
'11001268','0','0','0','0','0','0','0','32','1',700,'1','1','-6','1'
'11001280','0','0','0','0','0','0','0','16','2',8000,'1','3','-6','6'
'11001283','0','0','0','0','0','0','0','22','2',5600,'1','1','-6','1'
'11001283','0','0','0','0','0','0','0','36','2',100,'1','1','-6','1'
'11001307','0','0','0','0','0','0','0','25','1',700,'1','2','-6','1'
'11001307','0','0','0','0','0','0','0','35','1',500,'1','1','-6','1'
'11001307','0','0','2','0','0','0','0','36','1',540,'1','1','-6','7'
'11001310','0','0','0','0','0','0','0','20','1',4000,'1','1','-6','7'
'11001310','0','0','0','0','0','0','0','25','1',3000,'1','1','-6','1'
'11001310','0','0','0','0','0','0','0','33','2',3000,'1','2','-6','1'
'11001310','0','0','0','0','0','0','0','36','1',100,'2','-6','3','1'
'11001311','0','0','2','0','0','0','0','17','2',4500,'1','1','-6','1'
'11001311','0','0','2','0','0','0','0','18','2',2500,'1','1','-6','1'
'11001311','0','0','2','0','0','0','0','25','1',1200,'1','1','-6','1'
'11001311','0','0','2','0','0','0','0','33','1',700,'1','3','-6','7'
'11001311','0','0','0','0','0','0','0','35','1',3000,'1','2','-6','2'
'11001315','0','0','0','0','0','0','0','24','2',1500,'1','2','-6','5'
'11001321','0','0','0','0','0','0','0','09','1',8000,'1','2','-6','1'
'11001321','0','0','0','0','0','0','0','22','1',500,'1','3','-6','1'
'11001321','0','0','0','0','0','0','0','25','2',7500,'1','2','-6','1'
'11001321','0','0','0','0','0','0','0','31','1',250,'1','2','-6','1'
'11001324','0','0','0','0','0','0','0','21','2',2500,'1','2','-6','1'
'11001324','0','0','0','0','0','0','0','22','2',500,'1','2','-6','1'
'11001333','0','0','0','0','0','0','0','18','1',5000,'2','-6','3','6'
'11001333','0','0','0','0','0','0','0','29','2',3000,'1','1','-6','1'
'11001333','0','0','0','0','0','0','0','30','2',200,'1','1','-6','1'
'11001335','0','0','0','0','0','0','0','25','2',500,'1','3','-6','1'
'11001335','0','0','0','0','0','0','0','26','2',5000,'1','2','-6','1'
'11001339','0','0','0','0','0','0','0','02','2',2000,'1','2','-6','1'
'11001345','0','0','0','0','0','0','0','27','2',1500,'1','2','-6','1'
'11001346','0','0','0','0','0','0','0','26','1',1300,'1','3','-6','1'
'11001347','0','0','0','0','0','0','0','26','2',5000,'1','1','-6','1'
'11001353','0','0','0','0','0','0','0','34','2',20000,'1','2','-6','1'
'11001373','0','0','0','0','0','0','0','16','2',600,'1','3','-6','1'
'11001373','0','0','0','0','0','0','0','26','2',4000,'1','3','-6','1'
'11001373','0','0','0','0','0','0','0','27','2',500,'1','3','-6','1'
'11001373','0','0','0','0','0','0','0','29','1',800,'1','3','-6','1'
'11001373','0','0','0','0','0','0','0','30','2',80,'1','3','-6','1'
'11001373','0','0','0','0','0','0','0','33','1',600,'1','2','-6','1'
'11001377','0','0','2','0','0','0','0','32','1',500,'1','3','-6','1'
'11001378','0','0','0','0','0','0','0','26','2',7000,'1','2','-6','7'
'11001386','0','0','0','0','0','0','0','15','1',500,'1','2','-6','1'
'11001386','0','0','0','0','0','0','0','24','1',600,'1','2','-6','1'
'11001386','0','0','0','0','0','0','0','33','1',300,'1','2','-6','1'
'11001388','0','0','0','0','0','0','0','17','2',500,'1','3','-6','1'
'11001388','0','0','0','0','0','0','0','23','1',150,'1','3','-6','1'
'11001388','0','0','0','0','0','0','0','24','1',300,'1','3','-6','1'
'11001407','0','0','2','0','0','0','0','12','1',2100,'2','-6','3','1'
'11001407','0','0','0','0','0','0','0','23','2',200,'1','3','-6','1'
'11001407','0','0','0','0','0','0','0','24','2',0,'1','3','-6','1'
'11001419','0','0','0','0','0','0','0','12','2',4800,'1','1','-6','1'
'11001419','0','0','0','0','0','0','0','13','1',10000,'2','-6','2','1'
'11001419','0','0','0','0','0','0','0','17','1',9700,'2','-6','1','1'
'11001419','0','0','0','0','0','0','0','20','1',800,'2','-6','2','1'
'11001419','0','0','0','0','0','0','0','21','2',1300,'2','-6','1','1'
'11001419','0','0','0','0','0','0','0','22','2',1400,'2','-6','1','1'
'11001419','0','0','0','0','0','0','0','26','2',1400,'1','2','-6','1'
'11001419','0','0','0','0','0','0','0','33','2',3000,'1','2','-6','1'
'11001419','0','0','0','0','0','0','0','05','1',8000,'2','-6','1','1'
'11001423','0','0','0','0','0','0','0','21','1',200,'2','-6','2','1'
'11001426','0','0','0','0','0','0','0','24','2',0,'1','3','-6','7'
'11001428','0','0','2','0','0','0','0','15','1',1300,'1','3','-6','1'
'11001428','0','0','0','0','0','0','0','29','1',0,'1','3','-6','7'
'11001432','0','0','0','0','0','0','0','33','2',5500,'1','3','-6','5'
'11001433','0','0','0','0','0','0','0','16','2',10000,'1','1','-6','1'
'11001433','0','0','0','0','0','0','0','25','2',3000,'1','2','-6','1'
'11001435','0','0','0','0','0','0','0','04','2',60000,'1','2','-6','4'
'11001439','0','0','0','0','0','0','0','18','1',6000,'1','3','-6','1'
'11001444','0','0','0','0','0','0','0','29','2',700,'1','2','-6','1'
'11001445','0','0','0','0','0','0','0','30','1',500,'1','2','-6','1'
'11001458','0','0','2','0','0','0','0','23','2',1200,'1','3','-6','1'
'11001458','0','0','0','0','0','0','0','25','1',500,'1','3','-6','1'
'11001458','0','0','2','0','0','0','0','29','2',1200,'1','3','-6','1'
'11001458','0','0','0','0','0','0','0','30','1',200,'1','3','-6','1'
'11001458','0','0','0','0','0','0','0','36','1',1000,'1','3','-6','1'
'11001462','0','0','0','0','0','0','0','18','2',800,'1','2','-6','1'
'11001462','0','0','2','0','0','0','0','25','2',2200,'2','-6','1','7'
'11001468','0','0','0','0','0','0','0','18','1',3700,'1','1','-6','1'
'11001468','0','0','0','0','0','0','0','23','2',500,'1','1','-6','1'
'11001468','0','0','0','0','0','0','0','25','1',2500,'1','3','-6','1'
'11001468','0','0','0','0','0','0','0','33','1',700,'1','2','-6','1'
'11001472','0','0','0','0','0','0','0','15','2',140,'1','2','-6','1'
'11001475','0','0','0','0','0','0','0','26','2',3500,'1','3','-6','1'
'11001475','0','0','0','0','0','0','0','30','1',3700,'1','3','-6','1'
'11001477','0','0','0','0','0','0','0','36','2',1000,'1','3','-6','1'
'11001478','0','0','0','0','0','0','0','29','1',500,'1','2','-6','1'
'11001484','0','0','0','0','0','0','0','22','1',150,'1','1','-6','1'
'11001486','0','0','2','0','0','0','0','07','2',15200,'2','-6','2','3'
'11001486','0','0','2','0','0','0','0','12','2',4800,'1','3','-6','1'
'11001486','0','0','2','0','0','0','0','13','2',7200,'1','2','-6','3'
'11001486','0','0','2','2','0','0','0','15','2',4000,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','16','2',6000,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','17','2',3600,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','18','2',2000,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','20','2',1200,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','21','2',960,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','22','2',480,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','23','2',800,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','25','2',2400,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','27','2',2600,'1','2','-6','3'
'11001486','0','0','2','0','0','0','0','30','2',400,'1','2','-6','3'
'11001498','0','0','0','0','0','0','0','12','2',8000,'1','3','-6','1'
'11001498','0','0','0','0','0','0','0','18','2',2000,'1','3','-6','1'
'11001498','0','0','0','0','0','0','0','25','2',0,'1','3','-6','1'
'11001500','0','0','2','0','0','0','0','07','2',9800,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','08','2',7400,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','10','2',38500,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','11','2',8400,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','18','2',1500,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','21','2',740,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','22','2',390,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','23','2',590,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','25','2',1600,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','26','2',2500,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','27','2',2000,'1','3','-6','3'
'11001500','0','0','2','0','0','0','0','29','2',540,'1','3','-6','3'
'11001501','0','0','0','0','0','0','0','18','1',8000,'1','2','-6','1'
'11001503','0','0','0','0','0','0','0','22','2',600,'1','3','-6','1'
'11001503','0','0','0','0','0','0','0','27','2',7000,'1','2','-6','1'
'11001503','0','0','0','0','0','0','0','29','2',1300,'1','2','-6','1'
'11001506','0','0','2','0','0','0','0','18','2',870,'1','1','-6','1'
'11001516','0','0','0','0','0','0','0','30','1',120,'1','2','-6','1'
'11001516','0','0','0','0','0','0','0','36','2',700,'1','3','-6','1'
'11001525','0','0','0','0','0','0','0','18','2',4500,'1','1','-6','1'
'11001529','0','0','0','0','0','0','0','18','2',1000,'1','2','-6','1'
'11001534','0','0','0','0','0','0','0','15','1',1500,'1','2','-6','1'
'11001534','0','0','0','0','0','0','0','20','1',150,'1','2','-6','1'
'11001546','0','0','0','0','0','0','0','20','2',5500,'1','2','-6','1'
'11001546','0','0','0','0','0','0','0','24','1',0,'1','2','-6','1'
'11001546','0','0','0','0','0','0','0','26','1',5000,'1','2','-6','1'
'11001546','0','0','0','0','0','0','0','27','1',5000,'1','2','-6','1'
'11001547','0','0','0','0','0','0','0','16','1',900,'1','2','-6','1'
'11001547','0','0','0','0','0','0','0','35','1',2500,'1','3','-6','1'
'11001547','0','0','0','0','0','0','0','06','1',900,'1','2','-6','1'
'11001560','0','0','0','0','0','0','0','22','2',530,'1','3','-6','1'
'11001560','0','0','0','0','0','0','0','24','2',120,'1','3','-6','1'
'11001560','0','0','0','0','0','0','0','33','1',20,'1','2','-6','1'
'11001560','0','0','0','0','0','0','0','36','2',90,'1','3','-6','1'
'11001563','0','0','0','0','0','0','0','12','2',2000,'1','1','-6','1'
'11001563','0','0','0','0','0','0','0','13','2',5000,'1','1','-6','1'
'11001563','0','0','0','0','0','0','0','18','2',500,'1','1','-6','1'
'11001563','0','0','0','0','0','0','0','22','2',2000,'1','1','-6','1'
'11001563','0','0','0','0','0','0','0','23','2',300,'1','1','-6','1'
'11001563','0','0','0','0','0','0','0','33','2',4000,'1','2','-6','1'
'11001571','0','0','0','0','0','0','0','12','2',2000,'1','1','-6','1'
'11001571','0','0','0','0','0','0','0','31','2',1300,'1','3','-6','1'
'11001581','0','0','0','0','0','0','0','25','2',3000,'1','3','-6','1'
'11001583','0','0','0','0','0','0','0','14','2',12000,'1','1','-6','1'
'11001592','0','0','0','0','0','0','0','12','2',7000,'2','-6','2','4'
'11001592','0','0','2','0','0','0','0','20','2',1100,'1','3','-6','7'
'11001592','0','0','2','0','0','0','0','27','2',2300,'1','3','-6','7'
'11001592','0','0','0','0','0','0','0','32','1',300,'2','-6','3','1'
'11001596','0','0','2','0','0','0','0','29','2',1600,'1','2','-6','1'
